date,d13C_median,d13C_mean,d13C_q25,d13C_q75,d13C_std,dD_median,dD_mean,dD_q25,dD_q75,dD_std
2010-02-01,-25.821550248581246,-25.828453568339302,-28.19810085591523,-23.454175710118335,3.508063093108832,-214.0659441364871,-214.0450281687886,-229.186788390032,-198.6809321378077,22.61689687861125
2010-03-01,-25.834492754106165,-25.8094246064796,-28.219661279342546,-23.38842513368222,3.5733611153657097,-213.9703364955128,-214.142530874121,-229.47998445461718,-198.46683015496586,22.821737512995238
2010-04-01,-25.76556036796398,-25.74995252730266,-28.143386509979678,-23.39627165909085,3.509880495359457,-214.1154130217164,-214.18732677902608,-229.20313767310805,-199.19895651398542,22.512600826824166
2010-05-01,-25.80726135456643,-25.812765054423707,-28.23100862769669,-23.411323791603884,3.5182885251016485,-214.09704901492117,-214.20465387138472,-229.6971130405451,-198.7538550215528,22.641585537025257
2010-06-01,-25.80280990030184,-25.766070529568506,-28.165278470009046,-23.327871396933297,3.5374511588106805,-213.71432780615808,-213.7738735663648,-229.26884595211502,-198.47083561440695,22.319526614755237
2010-07-01,-25.684189068517043,-25.70769162977524,-28.123692034816703,-23.315707524093625,3.537015120190505,-213.79839990481554,-213.90995122157503,-229.79762404499388,-198.4701610418443,22.818124524266477
2010-08-01,-25.759322271386722,-25.76312946051497,-28.187209430276205,-23.360397354042007,3.520702163717245,-213.80715198858547,-213.85701390433255,-229.4396243191565,-198.4664624657188,22.568339538508464
2010-09-01,-25.774054809287897,-25.734501977671574,-28.1091165502572,-23.305435517016818,3.521349709063613,-213.98461387506043,-213.96800015629051,-229.35787046073506,-198.61866082887244,22.813932907911656
2010-10-01,-25.785053293299153,-25.795305234448822,-28.240467539663992,-23.35916576852938,3.560840765669405,-213.75552061492164,-213.8146237934965,-229.53276253841867,-198.46110853062586,22.813506134981292
2010-11-01,-25.773206460948366,-25.78764799823171,-28.162521792976015,-23.385473621606536,3.5183386079771006,-214.36253097651968,-214.0629162670535,-229.1001399914955,-199.0801625061033,22.49076177177297
2010-12-01,-25.748490818473044,-25.765849195822682,-28.179648303592682,-23.352329665650984,3.5591909802568127,-214.4390524080851,-214.39575017154087,-229.8000555781261,-199.31551243431028,22.54672481270007
2011-01-01,-25.75710216886801,-25.781384517332665,-28.16442254196038,-23.378258990441438,3.497699146504386,-214.34974657903012,-214.3372236255241,-229.63703513866855,-199.05005722037632,22.85605459936714
2011-02-01,-25.79692320211663,-25.77900946935075,-28.18421329040238,-23.38255944633758,3.5423770695914296,-214.17214898633748,-214.03835690359483,-229.64778811948383,-198.48573088508377,22.64103232323589
2011-03-01,-25.731999582545285,-25.746590402286873,-28.17950667646688,-23.325377597916958,3.540910880704023,-214.1471564532822,-214.17355111293537,-229.53697518284076,-199.0742860633893,22.60542640927102
2011-04-01,-25.813073853413922,-25.78716433089917,-28.11300982002751,-23.42603675425027,3.5576895236300956,-214.24409990994036,-214.23962441696796,-229.7276779479458,-198.87889825600564,22.672962051070034
2011-05-01,-25.86388500830872,-25.876152996146416,-28.281218845777396,-23.484591849612436,3.5026886007618976,-214.3665024165397,-214.38547831360745,-230.23341675433244,-198.3979897784127,23.03532847952396
2011-06-01,-25.750893494826535,-25.756891360299843,-28.13833123120221,-23.313755233235035,3.5032608229610798,-213.97863716821487,-214.21346065330258,-229.64806784151693,-198.7410940830494,22.5798912613168
2011-07-01,-25.79964599500989,-25.80153472651971,-28.278919122266238,-23.351734682315183,3.5359394583753194,-213.80305762335465,-213.9361847827126,-229.85238353132033,-198.14470613324937,22.989531309052815
2011-08-01,-25.728900226936464,-25.762334486989683,-28.14440113197145,-23.369992820020094,3.5165703755755398,-214.35715073348152,-214.3390561914809,-229.588915607647,-199.12175642483135,22.370636340627435
2011-09-01,-25.795887365914336,-25.75864183773656,-28.128867835293313,-23.360867137774626,3.501800737771584,-214.14173539713804,-214.280614007233,-229.9684996058412,-198.59733047765215,22.772281046707583
2011-10-01,-25.739038296719116,-25.74435344638665,-28.182395509431906,-23.3299876689537,3.5267637907380864,-213.36248525279265,-213.56763835669346,-228.97726673447477,-198.3239844941887,22.666544075043113
2011-11-01,-25.754766588036013,-25.733538029209466,-28.164319390559072,-23.392659312943806,3.528832334148979,-214.37296772181975,-214.31515134735847,-229.66102174816405,-198.89098703176708,22.744654935183227
2011-12-01,-25.828126284414857,-25.804483726311318,-28.20158373150673,-23.40990030787031,3.508497152970336,-214.21012896622068,-214.44015083381626,-229.83030461439577,-199.17352297704076,22.51879217632416
2012-01-01,-25.799142105344078,-25.767724175345823,-28.235788889241462,-23.34481617699336,3.563525813308854,-214.60708360131127,-214.59525825748193,-229.89402488255584,-199.04685819121852,22.616690454081436
2012-02-01,-25.831681009505516,-25.80401187962492,-28.247461562501886,-23.448308444793824,3.5449310865062977,-213.68643341318364,-213.89997342294288,-229.1529465193121,-198.70794960541906,22.616340928861383
2012-03-01,-25.817483707108416,-25.798921184296223,-28.249808770451455,-23.35740448862807,3.568574414576356,-214.0545246025364,-214.21696099055285,-229.73251768457345,-198.71024605954187,22.92083644254903
2012-04-01,-25.811541373537793,-25.809612388136262,-28.23250246212376,-23.433002476224445,3.5300376806328955,-214.21244473038695,-214.3286340066242,-230.03212338931803,-198.73425910913164,22.863229798529918
2012-05-01,-25.770924963608906,-25.752157372587472,-28.12620877527335,-23.400477094527634,3.5275134062562157,-214.11761875195117,-214.29889214711386,-229.15853172080358,-199.0699777951138,22.371268850537984
2012-06-01,-25.792998302131185,-25.7803298061248,-28.13495005204617,-23.423347411013776,3.503839944098722,-214.4956223429985,-214.3284099629945,-229.53875296866943,-199.11893171246078,22.59599652522818
2012-07-01,-25.75331665620542,-25.759253642893263,-28.12554688304626,-23.3623625377776,3.528897363355069,-213.70957554400604,-213.96803300279655,-229.29444156496893,-198.68418412669484,22.55226011735487
2012-08-01,-25.77012462210409,-25.774622107180495,-28.173538955646542,-23.369082274590294,3.5254351402572586,-213.8298242683639,-213.80696313479743,-229.53993797072744,-197.7901064139656,22.849371691730088
2012-09-01,-25.79297274690122,-25.782294604308518,-28.176401777899606,-23.390702477448134,3.534364929310131,-213.8467983525369,-213.94923311830559,-229.60796925684662,-198.42301217883238,22.917111543499004
2012-10-01,-25.691800756362667,-25.737033749927296,-28.2000159704183,-23.379383259907463,3.5331501603687276,-213.97289408032714,-214.10174451826214,-229.1180088649126,-198.64795392034426,22.667684056816356
2012-11-01,-25.776455168250816,-25.774970827772982,-28.177477210984712,-23.416421162688142,3.46640064752066,-214.6472762710987,-214.54964617622238,-229.74800057930838,-199.07902172290846,22.899867458877054
2012-12-01,-25.746306576822924,-25.75165181319174,-28.154101466791,-23.358017250892747,3.532261852195444,-214.9754954673224,-214.6315986602818,-230.0098344574963,-199.28739794724186,22.58109261266283
2013-01-01,-25.78604977876101,-25.777424422174448,-28.236989587603134,-23.436993782417833,3.526455167139071,-213.8781224570913,-214.04516962107118,-229.78927011769625,-198.6489945425448,22.616126678959755
2013-02-01,-25.769633751866948,-25.723879246598496,-28.14376038436741,-23.308864354938876,3.553246231320166,-214.33276749867298,-214.35495175959636,-229.77368624010577,-198.70023527869105,22.96059040723344
2013-03-01,-25.769721139471,-25.74087334573913,-28.172082324674456,-23.31475794393278,3.5380120044476224,-214.43702513812963,-214.3707898578723,-229.64207979134676,-198.98406302587495,22.497049444996243
2013-04-01,-25.72344451477771,-25.73737166338244,-28.102238405101527,-23.32212417230756,3.530617337718495,-214.22885104518366,-214.04477556149104,-229.50582645118783,-198.61844634915747,22.815551683042198
2013-05-01,-25.726737003677073,-25.736626217505563,-28.163299897829386,-23.3247896317174,3.5806183561726725,-214.23438235852785,-214.36836236246685,-229.9956624535567,-198.96937234426628,22.807119983476024
2013-06-01,-25.78661083327369,-25.802735715551414,-28.130344885095692,-23.420756056693776,3.498321807898309,-213.90355880386755,-213.9276760337455,-229.4686613247039,-198.50603555564393,22.71157496140722
2013-07-01,-25.7973450587059,-25.779689104666865,-28.181358789370528,-23.34514428600181,3.5493683519906383,-214.26580612857586,-214.3774691642935,-229.70741479565947,-199.48773457463983,22.351913474251262
2013-08-01,-25.739540833294065,-25.778196433017435,-28.15168305725845,-23.40138613514121,3.5137376208366407,-214.1994381552882,-214.27292631026674,-229.57652212815734,-198.79763669048555,22.656065612751178
2013-09-01,-25.791554476980394,-25.779420934832135,-28.21801170324214,-23.34979641938871,3.5300863720643125,-214.0359383840019,-214.14827381302104,-229.73197256244,-198.70988423999503,22.889093457377438
2013-10-01,-25.72926329583732,-25.73747584483342,-28.09108220058366,-23.306681177881636,3.487891240928391,-213.5491386191888,-213.67085010403227,-228.9961384668644,-198.3480635818895,22.865682540512616
2013-11-01,-25.733241682261813,-25.746928733167024,-28.122377737938688,-23.394790218065936,3.4824627790959286,-214.1088993535431,-214.07607895491094,-229.95447125394364,-198.63133964954505,22.743470415755784
2013-12-01,-25.836362973843293,-25.826789827057933,-28.229794265677167,-23.443134961949106,3.5153560370025385,-214.0925131414435,-214.29058427384058,-229.8095261291258,-199.1104694075016,22.553030043846935
2014-01-01,-25.753181005771985,-25.75703139150963,-28.059960811412815,-23.45161110392462,3.443489754945488,-213.6720067517693,-213.73055944607415,-229.2002489263161,-197.9051254563502,22.729755175462312
2014-02-01,-25.756382996446817,-25.7432669526031,-28.16060244840365,-23.308730189913774,3.541048200216744,-214.48990657682614,-214.49566936594272,-229.8452804631484,-199.12393883721745,22.764525338985028
2014-03-01,-25.768227879288133,-25.7564382154207,-28.127979645174086,-23.27781119471832,3.5464502329554732,-214.15701868391307,-214.12928158867717,-229.56255303253536,-198.55250371178244,22.6741933543914
2014-04-01,-25.788292656316024,-25.774994049792173,-28.15771831348353,-23.34556186078916,3.5197427208215406,-213.8995626008627,-214.21059801814556,-229.45922387494204,-198.9041784754392,22.629620833762214
2014-05-01,-25.738621378483053,-25.769657898718954,-28.120701732080953,-23.412063811042923,3.504398117973536,-214.0057182236912,-214.18505970569146,-229.51062905770252,-199.16062928932544,22.431763609546966
2014-06-01,-25.77438492228314,-25.75581487085011,-28.128680167625685,-23.375285547983754,3.4938652885365253,-214.06163190575336,-214.11222963561067,-229.41415988253058,-198.37817858397196,22.606665410736742
2014-07-01,-25.796630675143742,-25.788456817703405,-28.20385342356649,-23.373170020497103,3.5302874949471255,-214.5815623882441,-214.66051442113974,-229.8474136523862,-199.09213923580268,22.543568899756842
2014-08-01,-25.719749526252375,-25.790295748193326,-28.17445098204031,-23.448333983284336,3.497378394830177,-214.2564061740943,-214.51680462073207,-229.74864469960443,-199.19495793179448,22.472694847870258
2014-09-01,-25.79842245504018,-25.78344269173143,-28.192165988036493,-23.37205605837921,3.5419824608073696,-214.05920393739854,-214.114773101504,-229.1827639695655,-198.97055764788368,22.465557834469642
2014-10-01,-25.777638081450796,-25.78024619282033,-28.135645067248046,-23.35552133491998,3.537551214943706,-214.28726814537657,-214.1911208763652,-229.81450725578063,-198.71687143794236,22.97664287907932
2014-11-01,-25.794151277374986,-25.7811548593131,-28.193968898807455,-23.40470060509668,3.5067884606656734,-214.4199888651424,-214.32160663945038,-229.7545299216544,-198.73914009557114,22.549088419560572
2014-12-01,-25.735276470204745,-25.77462803100675,-28.192973415753972,-23.397109367230133,3.483857758518265,-214.01533570843992,-214.1515112185633,-229.6543920126329,-198.7488282904007,22.68279960084464
2015-01-01,-25.746202859610065,-25.764407991188197,-28.19359848830321,-23.3626020407761,3.527450879375092,-213.48795620361673,-213.86130192607612,-229.00289629613428,-198.80498943470363,22.35405300745533
2015-02-01,-25.69755550385257,-25.749303645717767,-28.181827768170137,-23.389277882959274,3.536511782028338,-214.6901656651459,-214.5371599909796,-229.8804695010232,-198.9943377607246,22.57683675481104
2015-03-01,-25.82966477296666,-25.833032910118696,-28.216351739982493,-23.418527180183276,3.5481110561543447,-214.40160115838074,-214.50473330240715,-229.9578035337301,-199.058073517792,22.588768778546815
2015-04-01,-25.79931000594499,-25.80801788484598,-28.24489501615817,-23.400203069099344,3.561345398422919,-214.15186945786596,-213.97904774269654,-229.53341075514697,-199.02720734065707,22.582010318460327
2015-05-01,-25.714898803869737,-25.768219154303484,-28.177933926312228,-23.368346845315887,3.5474301938674238,-213.8988505181705,-214.01172574853933,-229.79185820708952,-198.35412963929284,22.770886653679764
2015-06-01,-25.81423443702385,-25.812166553740155,-28.150792811238276,-23.440677306377538,3.5322084145054053,-214.56900824723695,-214.06719519171165,-229.244179247791,-198.7408389945394,22.498025387291875
2015-07-01,-25.777488991250266,-25.77877520667938,-28.18604523779987,-23.355685701587795,3.5614422766021003,-214.1335435404546,-214.05131131389345,-229.54306479348296,-198.39093980287,22.921386604114463
2015-08-01,-25.747274897699736,-25.774340121064924,-28.17847274544909,-23.368181402682687,3.5346062388939874,-214.28558330812524,-214.17148501728852,-229.85376240650973,-198.8496261723995,22.762505328296275
2015-09-01,-25.776880531980893,-25.77677273306614,-28.15028496755277,-23.398589605655836,3.5148180616418427,-214.43911477335178,-214.12748611819939,-229.66013531643603,-198.46975989429913,22.803580542465117
2015-10-01,-25.864120188858266,-25.84082615645639,-28.24179154444478,-23.420780245245414,3.547387533149404,-214.1717326345671,-214.09764884011253,-229.54375633666976,-198.8718747080498,22.468783684765516
2015-11-01,-25.867590736322548,-25.812844175866054,-28.188943871080077,-23.40145424538713,3.5119751425671732,-213.92177704735764,-213.98951296053147,-229.16720308310488,-198.78544992722627,22.552765028268777
2015-12-01,-25.804831450553287,-25.747416610582057,-28.168352896615566,-23.330380502785808,3.5365825030921343,-214.17080677723092,-214.34204250329677,-229.81374385552968,-198.78841732670057,22.82247391266273
2016-01-01,-25.80586078504082,-25.78987617042992,-28.209765642448666,-23.383346100965255,3.5142192125453446,-214.30502415269,-214.34753260501097,-230.13146792102356,-198.71572701053566,22.775048513955834
2016-02-01,-25.84056373661254,-25.83580748990098,-28.230394130963035,-23.44096554350714,3.508876783930552,-214.87153114122913,-215.01691166756163,-230.3017938103927,-199.72766993182788,22.649921218168224
2016-03-01,-25.821747336825833,-25.81975010188586,-28.23135171041555,-23.405169599874498,3.5191171460943753,-214.15190088116435,-214.04752406336266,-229.43692770145083,-198.42829784995072,22.825145964322697
2016-04-01,-25.800112311624662,-25.79986009869815,-28.18275424698207,-23.367205968150653,3.5481911314551287,-214.23554833414607,-214.31834607155096,-229.59664390356028,-199.15769886020124,22.4217545560329
2016-05-01,-25.808076121560724,-25.815886433482635,-28.261529065174564,-23.375768196459273,3.5490358921221157,-213.8200119092923,-213.8211157977166,-229.55555520024132,-198.43721041278826,22.91916793743009
2016-06-01,-25.756969821443736,-25.7382385358417,-28.12512391456174,-23.342001533074814,3.5188647028373095,-214.4609870751541,-214.20174854632683,-229.82387919577815,-198.57128428421325,22.732681304946684
2016-07-01,-25.72557758030753,-25.748391442442937,-28.098618375105538,-23.32719255898506,3.5087683457812116,-214.2178031093208,-214.14990029248352,-229.8847548472755,-198.2277551135914,22.79578864259729
2016-08-01,-25.76280015841871,-25.746565906240452,-28.056498126352633,-23.3800487298314,3.5018029119615086,-215.0067260751975,-214.73697165675173,-230.34839917441275,-198.92875060114002,22.63942024927376
2016-09-01,-25.80960588454221,-25.796255315370384,-28.20216074083887,-23.397008411670264,3.516089415829646,-213.3274894282846,-213.8353399872802,-229.4905877224977,-198.10965683138386,22.85163103175587
2016-10-01,-25.69241545132993,-25.75964772694851,-28.174547417526107,-23.384408116524355,3.5138853017467686,-214.0999134841455,-214.2314187951291,-229.74425222665846,-198.72390391833179,22.472410658583303
2016-11-01,-25.778582093528016,-25.758560337340988,-28.145170176562928,-23.33848296633036,3.5183356647406856,-214.445614679543,-214.2426098593973,-229.80133792681215,-198.77746092002127,22.79361785248688
2016-12-01,-25.75797121520804,-25.75199165072273,-28.16485989794687,-23.317278868562354,3.5144051708946398,-214.2577495274047,-214.49162718181327,-229.80527055403687,-199.3098933597784,22.95873848847508
2017-01-01,-25.75934904119505,-25.777395554585517,-28.162415092045112,-23.350937680321827,3.5336998375931934,-214.09531899406556,-214.02091033032093,-229.38253814626435,-198.66963773677386,22.615432302116428
2017-02-01,-25.745924151315684,-25.774756127239325,-28.165605354353886,-23.31037326713505,3.5576496286946995,-214.01104901024513,-213.88500353655303,-229.5244334334298,-198.28581414086813,22.859238841330193
2017-03-01,-25.844727144869125,-25.80923592990812,-28.23524746395178,-23.437859470475274,3.4955511967645942,-214.4527540903851,-214.51054754563415,-229.85224870458927,-199.25650831997677,22.718247636387296
2017-04-01,-25.796186554538664,-25.78430486824173,-28.177447183277998,-23.4390998288205,3.5109147188823617,-214.21210087624064,-214.23749527652123,-229.36892949823664,-199.06825621551664,22.547500524340467
2017-05-01,-25.740575490623435,-25.74227785257758,-28.130460143321,-23.426175930632773,3.4648027533849817,-214.10985046626385,-213.97052674685298,-229.52747711259263,-198.12285245613847,22.93704246819045
2017-06-01,-25.740731925186328,-25.744434024902656,-28.14065787086441,-23.37995079477169,3.4826381184933126,-214.7910609479461,-214.74531116505523,-230.51555492765425,-199.50000152273668,22.755943401981543
2017-07-01,-25.77355981977812,-25.781849345696923,-28.159708108868116,-23.38607512246223,3.522362247778182,-214.02526648646761,-214.18980574525492,-229.395371014452,-198.55157061696275,22.752811650520762
2017-08-01,-25.781453434689315,-25.781613678701273,-28.19306057365767,-23.38482158789344,3.5286951220558405,-213.95881225833813,-213.9002407964221,-229.17539706713134,-198.15824334188162,22.65507278582271
2017-09-01,-25.707079066700963,-25.724797509831365,-28.123796711300287,-23.38078731827761,3.5004805068077767,-213.6959926344878,-213.93048684253114,-229.19430058604715,-198.50049660140547,22.512956837505566
2017-10-01,-25.76978133439848,-25.77566445959984,-28.192790167689168,-23.429391273439663,3.555615638604572,-213.96930054667087,-214.27998040842078,-229.7279943133042,-199.0337406388683,22.483608473434835
2017-11-01,-25.697773510046645,-25.689854212978005,-28.112445463635808,-23.329451546348842,3.5333132405162204,-214.24706794900453,-214.35280276382753,-229.67831357105538,-198.60983223852975,22.704866171005502
2017-12-01,-25.719289083070557,-25.751939738589556,-28.083102780659672,-23.3510722349142,3.5008871247216167,-214.35406744434715,-214.08684386703288,-229.69133116036394,-198.81634872654928,22.72574368954347
2018-01-01,-25.745440855547706,-25.751025290767323,-28.14881607306882,-23.344886748874224,3.509646745406295,-214.33957742147663,-213.99212493705494,-229.410678513434,-198.40682822756608,22.710220799209285
2018-02-01,-25.790627186419027,-25.79755148874062,-28.194538650276655,-23.384226780460946,3.5232542539601965,-214.3637932137733,-214.25074050838109,-229.47163801943486,-198.62641387718563,22.67188268594996
2018-03-01,-25.81102817701708,-25.787721283117982,-28.18019626283012,-23.380874979575847,3.522989753616786,-213.74248508670468,-214.03462921407595,-229.26149731086772,-198.62313089208496,22.426964448223448
2018-04-01,-25.758559623860325,-25.78038238093938,-28.224798907803464,-23.3260001686087,3.5740275602662988,-214.74150725662125,-214.2388359852162,-229.40306628133098,-199.42132967894392,22.20540792218963
2018-05-01,-25.75287352126507,-25.753262623184135,-28.144025207188868,-23.336958059575036,3.537319783427572,-214.46984000024887,-214.1712990881952,-229.2117456492416,-198.95013910499856,22.524162068689133
2018-06-01,-25.706717397234506,-25.734127156069153,-28.167727043921058,-23.352964900775902,3.529321964449196,-214.49475466032771,-214.41314634541524,-229.39149880483686,-199.24786179420832,22.626217629605797
2018-07-01,-25.69958916469638,-25.72452140762882,-28.11884336457006,-23.31329299934976,3.5152203170044203,-214.1460196087824,-214.07678097549154,-229.52863065655006,-198.60991104186374,22.82479019079321
2018-08-01,-25.815022840640808,-25.80565249790473,-28.15782200625824,-23.397304800598143,3.5223096244337513,-214.13322263804505,-214.1277112991022,-229.55412442511886,-198.26428395979556,23.14145284849429
2018-09-01,-25.81959867569607,-25.796731067107874,-28.17168824955706,-23.41426486614673,3.4989156761556575,-214.27036093897556,-214.20283946371413,-229.8060734488543,-198.48384644503892,22.60492371973224
2018-10-01,-25.81894184331121,-25.783668400185196,-28.18280816045278,-23.352236216894724,3.5723133406971423,-214.21576789769156,-213.9767100395725,-229.43104144144053,-198.46034624844592,22.87484659862899
2018-11-01,-25.768698701623958,-25.790453601829107,-28.12528930941542,-23.3810103325079,3.538785554485534,-214.00535968990783,-214.16884463733578,-229.51113013123307,-198.52616783680264,22.805850227348756
2018-12-01,-25.715016571157477,-25.75104763484561,-28.182718883486327,-23.36379415846794,3.52565915292778,-214.89217467401392,-214.58282554431716,-230.10198361535572,-199.30293204789632,22.785662370364147
2019-01-01,-25.78913264672059,-25.770745886199776,-28.21479093330841,-23.369184914059254,3.558846748324474,-213.92276023606505,-214.04024615882915,-229.3391181848603,-198.74635181321497,22.464401830024897
2019-02-01,-25.787058745094736,-25.78554622640849,-28.269371769096505,-23.34809502563087,3.5732436132264374,-214.3214253459926,-214.31250315080118,-229.8568862867092,-198.7056199674593,22.786361124786843
2019-03-01,-25.74324029056975,-25.760652176317862,-28.174271194071025,-23.375019054393643,3.550667554485253,-214.22475818342477,-214.4792190589667,-229.81674594805804,-199.09114691545238,22.697727158051585
2019-04-01,-25.742868353350527,-25.81164981585473,-28.1720727752856,-23.435502806179976,3.499286610871396,-214.19062651248328,-214.22709583081473,-229.85014769487987,-198.6694899732997,22.79124048641762
2019-05-01,-25.77118287150843,-25.76014069990793,-28.148375270463905,-23.426254863078398,3.5084105210684213,-214.26564353282214,-214.14394474380146,-229.1774795675995,-198.9144360370577,22.770999074881026
2019-06-01,-25.742196650300002,-25.73552768101733,-28.163395740494558,-23.289558013049938,3.550314685275026,-214.52042490802222,-214.43644919580916,-230.0497561218894,-199.21109460840987,22.62253534142953
2019-07-01,-25.80675446413063,-25.754484264037902,-28.182928743193177,-23.35608561472737,3.5393871125239533,-214.52662481961127,-214.3557770394755,-229.3370408522093,-199.0776439399968,22.445233167342405
2019-08-01,-25.79584772339738,-25.7996929388029,-28.183893975324796,-23.43119706353943,3.5195988562141984,-214.42209934511902,-214.25463606702314,-229.5056638437345,-198.77732796065422,22.762146370667573
2019-09-01,-25.79019767773386,-25.749972101600534,-28.180424511306168,-23.351178755121744,3.5410996496947065,-214.10849401305148,-213.99294136925297,-229.5502179073778,-198.69559966383557,22.73552841502315
2019-10-01,-25.732274719583117,-25.73383641438541,-28.138226113892614,-23.325043255758683,3.5021129790415246,-213.82216155160864,-214.04412504361397,-229.38707183487486,-198.91683641541871,22.386563044706076
2019-11-01,-25.768737034582678,-25.783451895922596,-28.18863528048046,-23.33960942462749,3.532553189472853,-214.08566450516622,-213.97495296943546,-229.40888120632957,-198.55005655184112,22.659228728252128
2019-12-01,-25.749603915456362,-25.76177118243998,-28.133313920669266,-23.36724611023739,3.5298446102486114,-214.42414529427728,-214.202604400892,-229.79760136505897,-198.48642951370138,23.020532249120915
2020-01-01,-25.759418589142943,-25.761039032261145,-28.127609054030188,-23.369541880979682,3.492467345676336,-214.85884277908536,-214.51635914605265,-229.91300341020934,-198.94271811955673,22.811866463311137
2020-02-01,-25.72526556515738,-25.740995730531314,-28.13935747341359,-23.382376423404562,3.5164033815158406,-214.10007175062782,-214.0570207876916,-229.10786698188792,-198.4450313289401,22.88133001006069
2020-03-01,-25.73127050210919,-25.770353440561856,-28.129408843936865,-23.40701489981457,3.4967476779623548,-213.88121703578526,-213.8757496459162,-229.49471910816075,-198.18717754777782,22.805745503852553
2020-04-01,-25.754523438342368,-25.74485337333781,-28.11177230509809,-23.3316549692279,3.539346801714739,-214.1821127164839,-214.05060000873235,-229.3307638060138,-198.37258641438692,22.545804656668686
2020-05-01,-25.751003048105154,-25.729342685839544,-28.107865260990256,-23.33441728181419,3.474297648947182,-214.26589184336802,-214.19088520639724,-229.49893715834136,-198.8946486077098,22.681295098281065
2020-06-01,-25.680196525589125,-25.708612319717403,-28.06023342100708,-23.310173160826295,3.480279586882947,-214.04882037569502,-214.17751593786477,-229.56672962833977,-198.8707012683622,22.666903470286794
2020-07-01,-25.81150544358764,-25.77952227860864,-28.21669113931831,-23.324517582914993,3.563704451956833,-213.87171498505344,-214.0163489122245,-229.1108185172978,-198.6169994055864,22.583544718432293
2020-08-01,-25.78744415778352,-25.792177932118076,-28.234365904078114,-23.37591684234202,3.554834867679536,-214.16244249530962,-214.1149459388741,-229.6185821055904,-198.38546390659317,22.670693226002797
2020-09-01,-25.715913359113255,-25.730529398001956,-28.146589476044213,-23.386716665476808,3.4916178105545965,-214.85872504438407,-214.7396890389528,-230.4103085559396,-198.868679267086,22.72266174110357
2020-10-01,-25.752135753107854,-25.75680839232487,-28.119192730074655,-23.33476683693444,3.51353295573911,-214.2861360860673,-214.08119897248756,-229.59612518226078,-198.63636049058576,22.676202844929346
2020-11-01,-25.782926772231598,-25.773074338573334,-28.193083882213713,-23.366623838893233,3.5261117382143827,-214.17809502086862,-214.19575405263822,-229.6885152249896,-198.66347529736208,22.73525615711578
2020-12-01,-25.698658768726304,-25.731639077403507,-28.103341696231695,-23.353951346263504,3.52718440105109,-214.50706539461538,-214.6194827026205,-229.79951415326835,-199.42229789553173,22.548075851074156
2021-01-01,-25.771456380309772,-25.726745423352778,-28.1620745692191,-23.260608890595957,3.5645436627868925,-214.6733954159895,-214.56904818992697,-230.18502875600322,-198.9296540386053,22.77389090178964
2021-02-01,-25.76405867408944,-25.72690597320261,-28.06693261175093,-23.406495987444515,3.4855172905803085,-214.39007213256673,-214.48789669038993,-229.90860662598496,-199.08612332602272,22.806639891800643
2021-03-01,-25.824535781609868,-25.806180058620246,-28.218025479766833,-23.381731083584143,3.500627412531235,-214.00419789256236,-213.95826015867726,-229.51002043848123,-198.47341987361457,22.75716885100281
2021-04-01,-25.8017242558903,-25.769082610767448,-28.157195486212842,-23.36178295397931,3.5021037194117075,-215.09370350186097,-214.78655798219046,-230.30356181929244,-199.2238855942437,22.804316152765775
2021-05-01,-25.84473350789603,-25.844039348960667,-28.244642501987904,-23.46803093392394,3.516116740034356,-214.25609897395228,-214.29704562540138,-229.61877338269554,-199.0055756181974,22.72110293491755
2021-06-01,-25.7611341321863,-25.77435020830973,-28.169740770690268,-23.41625367815543,3.4925905114622915,-214.03508263920043,-214.06098123430473,-229.45225191273786,-198.815935336475,22.50721383650466
2021-07-01,-25.852173925044063,-25.82523927888974,-28.234745452011047,-23.414639054489918,3.5298072751071876,-213.9249320848242,-214.19305087551447,-229.83649849534868,-198.727107993533,22.721621819612764
2021-08-01,-25.731963532587613,-25.77975082987696,-28.208055136564465,-23.4094543650569,3.535675198674548,-214.48955243640262,-214.4268265637559,-229.86795913390495,-199.04580084041396,22.66730117040194
2021-09-01,-25.792922621550392,-25.783898221309098,-28.183748800107942,-23.410567877465926,3.482673670849038,-214.38385853133786,-214.22564924527657,-229.87084365101612,-198.59978302123085,22.676602604667046
2021-10-01,-25.804697704311238,-25.801114313930608,-28.197813202107966,-23.39020451122039,3.5491874670426653,-213.94752880892355,-214.2647716909994,-229.95388988428843,-199.03429730577867,22.565871311700683
2021-11-01,-25.807434811068386,-25.759641568987462,-28.17743668983409,-23.307545169327327,3.5517807568449147,-214.46051212406343,-214.41041141491047,-229.9374969433701,-198.90145033206312,22.941778175178097
2021-12-01,-25.792086999852245,-25.76147031609413,-28.12418015182794,-23.395362354231157,3.464118417784617,-214.5760205609037,-214.45009875285132,-229.834190784043,-199.07334531216276,22.712721429731754
