date,d13C_median,d13C_mean,d13C_q25,d13C_q75,d13C_std,dD_median,dD_mean,dD_q25,dD_q75,dD_std
1999-11-01,-25.823895555432973,-25.825888258323452,-28.283764151701035,-23.410116876440306,3.596194327638756,-213.56746378408027,-213.8809734957323,-229.505589646811,-198.48143252005372,22.826970990494292
1999-12-01,-25.760102792862057,-25.810466467472445,-28.219285391573486,-23.36268230802823,3.576322221957882,-214.00346692917054,-213.7254946069746,-229.31628070390542,-198.03732520262696,22.820224888519302
2000-01-01,-25.84935756167224,-25.807377764547926,-28.22691999415612,-23.376059923107952,3.5847564546305133,-213.89673574513972,-213.85207620559098,-229.63611824830542,-198.09441287786382,22.99419576713625
2000-02-01,-25.781465546258914,-25.762868684671957,-28.20024494239489,-23.310162195417238,3.6104826439276825,-214.06363886582687,-214.1813531246656,-229.5961542636462,-198.79245812841194,22.803386342390823
2000-03-01,-25.793749113241518,-25.82498973579318,-28.224847121862695,-23.429203315098643,3.579417118056093,-214.0647684277113,-214.2620225676628,-230.04923895567836,-198.9259402190564,23.1545031980689
2000-04-01,-25.894326362956402,-25.916533621376335,-28.360623780033517,-23.452807546264186,3.6148473816376927,-213.5666919541861,-213.57973959167623,-229.26729454138825,-197.78572636628573,23.18339110750948
2000-05-01,-25.846306705667807,-25.822443952471616,-28.259833269399596,-23.391955823240544,3.5404076109928044,-214.00317289373018,-213.88440860681524,-229.31225580710796,-198.56990955271465,22.788736770005446
2000-06-01,-25.866690138544033,-25.82292577407371,-28.209366321586895,-23.446357825059316,3.5546697397577844,-213.88079211876732,-213.80290121124548,-229.50313415486835,-198.16536938827068,23.192900218212547
2000-07-01,-25.769420668895343,-25.768736641457153,-28.18380112069364,-23.297424532909464,3.5860009947673386,-214.18274218908357,-213.7303962892722,-229.5318519284338,-197.81411055159256,23.248166081649384
2000-08-01,-25.820448684782413,-25.831377836851317,-28.2667575910965,-23.370237323407913,3.5802751895630154,-214.37353905745326,-214.2109671556161,-229.1985945683661,-199.18083447461356,22.471780084371318
2000-09-01,-25.758646884363642,-25.764514818646433,-28.148186573817572,-23.335752514749146,3.565805356311757,-214.35945901975336,-214.22505237866537,-229.82369853819796,-198.6342043827373,22.733309790952394
2000-10-01,-25.786982279888733,-25.809208153438533,-28.211377588502312,-23.44746153566615,3.5601812127084886,-213.79151135159876,-214.0664152289342,-229.78738110216622,-198.1881215358019,23.007423866673033
2000-11-01,-25.83241323779922,-25.829845244736532,-28.268299974454212,-23.41486690105665,3.5613793633202286,-213.81998000409135,-214.0488239096216,-229.815387484079,-198.4256929659558,22.955149886224373
2000-12-01,-25.783645308850843,-25.752109442536092,-28.13720205191009,-23.349549540788853,3.5334414036231028,-213.9903915159586,-213.91222978597287,-229.31839385941197,-198.13565184051185,22.953409424977504
2001-01-01,-25.8198201451509,-25.78429079482458,-28.26528266857524,-23.327156453477052,3.5949921999697207,-213.8045261697651,-213.99985479177647,-229.51220018301356,-198.6884078827547,22.739112031297026
2001-02-01,-25.824063162631482,-25.805986389476942,-28.26446614182087,-23.30186830625659,3.5781146044994143,-213.9363603768387,-213.9088024996289,-229.63967077774868,-198.3101998023227,22.890013107493644
2001-03-01,-25.8071834680665,-25.77404190753141,-28.222980938574853,-23.29820154488525,3.5813862356063524,-214.1947750950148,-213.94981539314068,-229.70180886270947,-198.29973227629978,22.96918613642948
2001-04-01,-25.779921506406488,-25.82861281093974,-28.295716365049415,-23.43748350622207,3.5433154734775916,-213.43219486914114,-213.33440851730123,-228.88752169399774,-197.85855737191267,22.848234401589462
2001-05-01,-25.835687783716814,-25.841467412001332,-28.25901337193128,-23.428624716682013,3.552857272500741,-214.4657563228472,-214.14492099886397,-229.97212794870435,-198.11888775673432,22.974935520475935
2001-06-01,-25.768995967339077,-25.78571053718692,-28.175630999217567,-23.33778777189027,3.584090850272918,-214.19492145501613,-214.12853872086083,-229.45762916171043,-198.75361959769828,22.62373997693364
2001-07-01,-25.738760850382626,-25.7395014086443,-28.186962660281836,-23.30629108993713,3.5752671688096562,-214.23814616042208,-214.23985477017956,-229.7016449212917,-198.67311972554327,22.636046844381987
2001-08-01,-25.859460466631088,-25.855020576511464,-28.313616675684955,-23.37342055352498,3.5785216975268943,-213.66600120876794,-213.67562199612678,-229.49496282384075,-198.3541939079256,22.70169150226744
2001-09-01,-25.85997319819937,-25.840740259889653,-28.234498345702427,-23.433600329987257,3.55469189636354,-214.76655428863728,-214.41988043746017,-229.70811804722223,-198.92987417596842,22.631802129345804
2001-10-01,-25.80091052002912,-25.799207677082737,-28.20149883139471,-23.392998307097074,3.5692051986010105,-213.80098648071234,-214.02163921160084,-229.67023431079352,-198.50178032666477,22.935038925616784
2001-11-01,-25.85106802826771,-25.841984226000754,-28.302732710910433,-23.414686431343778,3.5449718986615597,-213.93684649783046,-214.02739292474692,-229.82271307407908,-198.73511497659894,23.039139649533528
2001-12-01,-25.76688713231983,-25.782830122824986,-28.216505068049532,-23.313448255925323,3.5836897511021095,-214.16787213571553,-213.75609467410055,-229.37333953272594,-197.9600164499571,22.922257299108256
2002-01-01,-25.758194535920033,-25.79560950526169,-28.24347388352445,-23.381965297423868,3.585655921836818,-213.56987553671604,-213.5413495551537,-228.82979910411785,-198.19667543365227,22.58717393743712
2002-02-01,-25.879903387691364,-25.86627841544337,-28.294694466861884,-23.47943922589174,3.557471160753889,-213.60567129082733,-213.5826077799275,-229.61816128062003,-197.7431255155422,23.226617325060666
2002-03-01,-25.846215197044202,-25.82358280555208,-28.3031833099233,-23.334305188137208,3.621523567176337,-214.10158621224153,-213.9870762886204,-229.61361760592771,-198.72234183359944,22.63245163594864
2002-04-01,-25.803445550985927,-25.76522229499258,-28.26730081621155,-23.3469901521771,3.5966957400891335,-213.6844076173362,-213.63948203369998,-229.48579640896997,-197.97673574961584,22.928187405482156
2002-05-01,-25.834440384628593,-25.810206478839085,-28.250030906885158,-23.37177416337498,3.5758241511908846,-213.76861552527964,-213.6717195024305,-229.1166979432495,-198.28869588533473,22.874234508151506
2002-06-01,-25.764944938469085,-25.795554753185616,-28.17683522715265,-23.39573542672394,3.5233858675839747,-213.41073056354352,-213.5751442726567,-229.3572674456257,-197.87026829302755,22.907221841922095
2002-07-01,-25.830559973478046,-25.828146365330515,-28.24763321969905,-23.41819916338641,3.5743874376072364,-214.13995831395522,-214.0279880814449,-229.21538145851275,-198.33225973388454,22.709488882284408
2002-08-01,-25.8585143303304,-25.89173202401971,-28.334838780660686,-23.440284078673848,3.6193992040542553,-214.12345060617434,-214.22906429564665,-229.76519600435336,-198.81627762445305,23.014329808224776
2002-09-01,-25.875887221207083,-25.82888576910075,-28.212968394030497,-23.415514477908907,3.5569186259515306,-213.65690707257187,-213.45227074048867,-229.19461559545834,-197.70424291068935,23.12200723447324
2002-10-01,-25.834708523488384,-25.836400671884814,-28.272428832627117,-23.393338105944267,3.618406444582098,-213.7840162824951,-213.573205047698,-229.25222355771817,-197.759567785326,22.927683171110676
2002-11-01,-25.838374073789595,-25.830379114666528,-28.246759013087985,-23.389812081223415,3.576106904801432,-213.91775202093334,-213.77282141663278,-229.61024533323692,-197.9794935113131,23.10191855704601
2002-12-01,-25.820807938993468,-25.80825341401505,-28.186913379963606,-23.433354725721472,3.5530326743343243,-213.66819267905151,-213.80783305894207,-229.51689636235304,-197.88332163172208,23.17464169350378
2003-01-01,-25.776305718801993,-25.786164985653397,-28.23167727709471,-23.33707024615885,3.573115553209027,-213.75423070303762,-213.8259022479083,-228.94879793424843,-198.32408684569882,22.670364859455816
2003-02-01,-25.78195806679123,-25.76970948377131,-28.22931798371116,-23.34422447592094,3.5721188830752637,-213.9603076764709,-213.81355175544564,-229.01641849960717,-198.40482230489005,22.645551642879628
2003-03-01,-25.89169026990053,-25.85511110674494,-28.239985990359784,-23.484221493693894,3.548425067047678,-213.78808900971222,-213.91072584984144,-229.31891783091245,-198.23310694306704,23.101981347137407
2003-04-01,-25.838458334254366,-25.833818952443032,-28.309676397723585,-23.28779078852968,3.5976525537736306,-213.45438953744528,-213.59107178834142,-228.7768070538917,-198.01777475442213,23.01947399609943
2003-05-01,-25.869948090318275,-25.867362639494775,-28.33649448863571,-23.436716752029316,3.5864790201202874,-214.2150488989483,-214.22813308324749,-229.54656820190422,-199.32072153164222,22.819236078544222
2003-06-01,-25.886826128915963,-25.84552918858462,-28.277073630353208,-23.415250034202593,3.590449886306511,-213.8961636576696,-213.84906947029447,-229.42936565490962,-198.17980667752823,23.115448432275432
2003-07-01,-25.803625814011852,-25.83295025943927,-28.267332772287276,-23.3490911991926,3.5911147419657587,-213.5983843288211,-213.77227640757667,-229.3314755503728,-198.54716525105943,22.90481774407737
2003-08-01,-25.824483624072073,-25.788067317965986,-28.18460514113827,-23.32600485981775,3.58161652010307,-213.97529508646318,-213.93545630628998,-228.95631704301474,-198.90154153778326,22.383826604822058
2003-09-01,-25.733570257776506,-25.75157159631673,-28.175589445408754,-23.354813507413393,3.5276465778138992,-213.85852428569382,-214.16763194638878,-229.68520984864895,-198.82673517345964,22.849803718451273
2003-10-01,-25.83796434145686,-25.806015070843863,-28.22487088162451,-23.369774741284587,3.5462658837377607,-214.19655168935157,-214.38132759671475,-230.1368717916612,-198.76939183923793,22.700051024703644
2003-11-01,-25.847513246156822,-25.838402267595367,-28.31286229326428,-23.370320522044274,3.585792468787377,-213.66927657134335,-213.59157249867692,-229.41699211957138,-197.63097502364351,23.067375065790817
2003-12-01,-25.677181466519677,-25.707182373951223,-28.080380593387336,-23.332216067461697,3.512790824443833,-214.5278918173143,-214.13329188349655,-229.60393866158842,-198.3858054524258,22.67220076314965
2004-01-01,-25.82957084894581,-25.823820493943604,-28.203891790082196,-23.384333143324476,3.543256097356613,-214.2827493050745,-214.11820015071686,-229.79147193043235,-198.37387273583803,22.870943309007735
2004-02-01,-25.83135935089694,-25.827176066754713,-28.245836769307044,-23.400976600053145,3.556325498679706,-213.78116019700371,-213.92563660626374,-229.53140293823276,-198.50156988987112,22.775594019076742
2004-03-01,-25.86987593952601,-25.82519402470504,-28.2972765362493,-23.318453211869315,3.574358891430328,-213.8808573965041,-213.9794087744446,-229.64223240966314,-198.54209368206784,22.927411745372094
2004-04-01,-25.838748166894035,-25.836762311907805,-28.21957245311581,-23.443865973687014,3.5428566246047937,-215.19363048411265,-214.66570509957023,-230.14223116990792,-198.9705324081702,22.99162717430886
2004-05-01,-25.76530432153597,-25.768048779523486,-28.18317126638486,-23.33840593849657,3.5597164817383398,-214.06765400262546,-213.9470416057637,-229.37319529628923,-198.36128151188817,22.744652314748492
2004-06-01,-25.80446578783286,-25.811579525805275,-28.313273858957704,-23.368566096403097,3.5717088680154125,-213.84101072170773,-214.04304566938626,-229.28177854464454,-198.3591691864299,22.845131680171832
2004-07-01,-25.83801894736245,-25.8310274878329,-28.27939078356099,-23.427147529126756,3.564485836002423,-213.81276364545477,-213.86132107311505,-229.0567163764621,-198.15455757284465,22.73919949463656
2004-08-01,-25.736701212026958,-25.760559620613286,-28.199212973025187,-23.335416434495983,3.5620568911886386,-214.3725998768627,-214.31595661860328,-230.24267557699562,-198.73977552328992,23.11151699004297
2004-09-01,-25.73670109476209,-25.77057475009694,-28.176343316506617,-23.36027766185283,3.5474823860858775,-213.9057943899778,-214.1269079416389,-229.53134401087854,-198.68218004167983,22.75639042632088
2004-10-01,-25.794723828205715,-25.804035296569886,-28.252133187500345,-23.390128382277588,3.544041211766113,-213.64702598933962,-213.67314082128172,-229.07032705088653,-198.39835872655132,22.63720096086685
2004-11-01,-25.757640561613712,-25.785943690717513,-28.149721064566307,-23.363121599344037,3.559237039248671,-214.46104008626003,-214.33349071592414,-229.91233962481513,-198.7751716092681,22.866635146826695
2004-12-01,-25.79136261709646,-25.796922566963083,-28.16528492275632,-23.44320212964661,3.5140543946338183,-213.80851141864446,-214.0575026800568,-229.6850326712697,-198.69390184427934,22.765658369012172
2005-01-01,-25.719832138726687,-25.743754762976362,-28.15010957786988,-23.320779173115426,3.5525048032919493,-214.23113633097626,-214.20886665563773,-229.47768749442866,-198.7648796611263,22.736110715402415
2005-02-01,-25.82320274578287,-25.8501537098595,-28.278630816172765,-23.379449407310684,3.5818551187703878,-214.31147153088722,-214.07725913602198,-229.58437575797046,-198.57800539092338,22.724376743929003
2005-03-01,-25.71957208339168,-25.807223955996957,-28.247771833131864,-23.427960687040812,3.5597834784552917,-213.66594681623172,-214.28094074961572,-230.14866599847227,-198.67957597336888,22.91986803885702
2005-04-01,-25.76995615455686,-25.793982095886495,-28.17559875267192,-23.444203627506504,3.52619524852864,-214.0706944127525,-213.89446944276267,-229.29155577009706,-198.50120777959893,22.82113923040051
2005-05-01,-25.806555623400726,-25.784506609645533,-28.177516898597023,-23.399819435355575,3.5249031769332624,-214.5201413586836,-214.50852053675288,-229.92081588450156,-199.1127572789089,22.733852850330017
2005-06-01,-25.901561990161632,-25.871833541423566,-28.330596696547147,-23.474154737079047,3.5774673568149242,-213.90024470555255,-213.87260693391374,-229.4523245576438,-198.45687897059463,22.768671640212396
2005-07-01,-25.658814078476098,-25.744363081534328,-28.20532187033777,-23.225220795890145,3.57258212562759,-213.9407348866309,-214.12820716137384,-229.71481924145203,-198.5341861388997,22.62102493349524
2005-08-01,-25.795250449881614,-25.76052337095211,-28.143318207029328,-23.362506033073128,3.5279508475977632,-213.6307697897326,-213.6217376855701,-229.28238324302052,-198.11331921135775,22.86374855321635
2005-09-01,-25.766027116363958,-25.805186447630337,-28.25541178975179,-23.335492492442565,3.5914268497790425,-214.33936315196144,-214.28844437739193,-229.60114710022685,-198.8243435516426,22.729109743483956
2005-10-01,-25.827290409690505,-25.820937116817134,-28.257113042500976,-23.35253417779227,3.5474629236638844,-213.70054016423595,-213.7614085887407,-229.61117850991786,-198.1941734897179,22.90541636752269
2005-11-01,-25.7689945319186,-25.753830331031278,-28.19576011328941,-23.289321205900468,3.560547026580008,-214.2872481069963,-214.09520790791836,-229.50759258013312,-198.50123631571063,22.648972425579768
2005-12-01,-25.739971602170918,-25.752556069873833,-28.091160797273012,-23.399407501417247,3.493776809438591,-214.34875117785205,-214.32451741453008,-229.91586592608047,-198.8391478705639,22.613434511749585
2006-01-01,-25.847324781384415,-25.87152497719354,-28.358054045561293,-23.448334509150918,3.603811387058348,-213.87635412211444,-214.01598881627015,-229.60985919960413,-198.28976255623382,22.756544460312902
2006-02-01,-25.81348215039479,-25.796830994498887,-28.22596813698888,-23.383439153720396,3.5522334031915985,-214.32805326967258,-213.90680150455586,-229.3474103309196,-198.72402274275615,22.636512087013486
2006-03-01,-25.74802704358033,-25.75388100911661,-28.162085168409774,-23.337527004683885,3.505436756303698,-213.31460634707344,-213.58847122326438,-228.82387138428587,-198.6308625841424,22.464214068337817
2006-04-01,-25.767975163704076,-25.72807865824477,-28.136624064504726,-23.313312578692024,3.5203909740585786,-214.3342088824926,-214.47549435669168,-229.96371628095054,-199.11998068320375,22.8533699203916
2006-05-01,-25.87592334910852,-25.817961846846437,-28.2729149306603,-23.381038843967392,3.59054490529224,-213.5556626754817,-213.88178339459327,-229.27142866752507,-198.06460394955263,23.09590716406499
2006-06-01,-25.774609229157086,-25.79158146136335,-28.256586135898168,-23.353566665552872,3.5602242639589097,-214.06266152990264,-214.09228260721247,-229.19686022376737,-198.8707380596873,22.489626200706944
2006-07-01,-25.80285023805211,-25.79594233879575,-28.237262827991113,-23.355087916227212,3.577437134812271,-213.7580172738319,-213.98368805823853,-229.60868477506108,-198.31189273485325,22.86364861034114
2006-08-01,-25.81328163433275,-25.767905067585843,-28.229729065218496,-23.309217110784477,3.587708058701262,-213.40371791259906,-213.5002196588098,-228.88348756212483,-198.1100839373504,22.643213451861673
2006-09-01,-25.78304525677771,-25.79911718365237,-28.244348284726748,-23.375793186673416,3.578120498884724,-214.3091323909445,-214.007144994657,-229.3433849117862,-198.49177206574808,22.79489328493853
2006-10-01,-25.793296995293186,-25.80053829584597,-28.262155805324483,-23.340604681094156,3.624836781863118,-213.99201342449192,-214.0972602197871,-229.70496441169735,-198.30319774278362,22.984663321505042
2006-11-01,-25.751158563960338,-25.79579107542496,-28.211052312836394,-23.415037516808038,3.5542434743911038,-213.57203571366122,-213.65862937724302,-228.8506403117189,-198.32664449245635,22.962742137153434
2006-12-01,-25.820173893490683,-25.831207694234035,-28.15881758139298,-23.463872456069687,3.5112041158220575,-214.32851855381185,-214.4918485599752,-230.08962546943658,-199.11657859314994,22.79213852604223
2007-01-01,-25.86783385742097,-25.831759308331733,-28.209599817141047,-23.42918021782328,3.542563645744906,-214.41116759152206,-214.32928222620674,-230.09460355035847,-198.44386536262977,22.841854505863708
2007-02-01,-25.762136714167966,-25.79746065863079,-28.121397732471596,-23.412694276622943,3.5175033947368526,-213.67507348258917,-213.83102507830947,-229.44496559547326,-198.11618246366965,22.844492037241533
2007-03-01,-25.86331551773629,-25.849080434960413,-28.31759865752826,-23.381138835116758,3.591499230923415,-213.86055475797775,-213.74777444575102,-229.08401585723155,-197.95909245608513,22.778435266930888
2007-04-01,-25.765286124815923,-25.759989084071247,-28.18474186832851,-23.27417597772268,3.5752347454249906,-213.95023979704956,-213.79296391927173,-229.01135912814019,-198.60142218590715,22.767999385369762
2007-05-01,-25.814264394553724,-25.81960432688969,-28.251403740201788,-23.364665824401023,3.570792576452039,-213.80829648270685,-213.9835144217256,-229.5034540899531,-198.75040440261688,22.507076894196363
2007-06-01,-25.761837683983956,-25.788107261307786,-28.17901508250113,-23.449907744339864,3.4996651617498644,-213.68106555527393,-213.68986154023557,-229.62327641943986,-197.94574457564485,23.07149694514003
2007-07-01,-25.812992552389964,-25.800513450884296,-28.199972204777108,-23.37097597196302,3.532070735496117,-213.88762555967864,-213.91264252411543,-229.3585455875145,-198.4181122364627,22.680885335394265
2007-08-01,-25.800593339055723,-25.8270818581207,-28.227043054851265,-23.399371640749184,3.5431090441812643,-214.05617634031887,-214.18647381542254,-229.56767610506265,-198.71112168722303,22.753344141170725
2007-09-01,-25.832013681085783,-25.83937950213527,-28.315096287451745,-23.40883901891767,3.576405389664259,-214.03627286069866,-214.00246518485602,-229.04257121416043,-198.6082611519364,22.684679706544912
2007-10-01,-25.849749776505167,-25.858050026940415,-28.263424621648994,-23.444224564962937,3.540316232219376,-214.25730746562826,-214.18362763919797,-229.3082971002644,-198.53348608418102,22.622291173891288
2007-11-01,-25.69054239667259,-25.72808398421103,-28.115555683210573,-23.348641872557025,3.532866801374381,-213.88786221745698,-213.80882953863642,-228.8936074049844,-198.5325305904462,22.559372531258347
2007-12-01,-25.878740572285004,-25.85602022074227,-28.304798839415003,-23.421629286773058,3.5354061027677877,-213.80078783137654,-213.89266944539332,-229.24992555691688,-198.4367655431911,22.568115835016304
2008-01-01,-25.799804265096245,-25.78869733674842,-28.204821966853814,-23.402084820827014,3.538624183674864,-214.17302245695504,-214.3040581086604,-229.6984857908203,-199.07056111814268,22.71338592358853
2008-02-01,-25.749248210093526,-25.767864083569968,-28.186145123285055,-23.359909605779876,3.5306484463923127,-213.80434729581617,-214.18025785492253,-229.8940599949867,-198.67331994990946,22.602763332672076
2008-03-01,-25.832745689532103,-25.792353375362886,-28.190943296911648,-23.39491896516225,3.5488605652467586,-214.4181360682157,-214.14606313126768,-229.68707256897503,-198.87310456768,22.765420766342658
2008-04-01,-25.778329071026114,-25.76269645863485,-28.16812516316288,-23.28684348509477,3.55329363371662,-214.14306165445922,-214.283074221149,-230.14169847282665,-198.73455431446965,22.914615690878406
2008-05-01,-25.735296208133533,-25.752480183539628,-28.14694055467524,-23.343254317381028,3.528091119257912,-213.82954594514678,-214.09358517516003,-229.62888626554505,-198.68511196901332,22.802733714125242
2008-06-01,-25.761173640141244,-25.75827013278892,-28.13745573940287,-23.379904674771993,3.506738232305348,-213.97715944473657,-214.10763162013623,-229.6060711863452,-198.681258634063,22.706851406476734
2008-07-01,-25.768627726140775,-25.760334073497628,-28.165898539155663,-23.322082489491546,3.5406226241159664,-214.09214753667783,-213.91752336361156,-228.8908401809005,-198.99877527304415,22.448988041627352
2008-08-01,-25.709617433631717,-25.731266001334678,-28.202613239752154,-23.341314272318442,3.551952275527235,-214.06458492626314,-213.9768557175409,-229.0190740629588,-198.47763656543606,22.70993709327054
2008-09-01,-25.827195410249928,-25.854057930798263,-28.245630842354583,-23.460955051690505,3.5328669420473253,-214.17665272992338,-214.3366193935372,-229.83033135929912,-198.73485705772893,22.56163365607359
2008-10-01,-25.795021123422295,-25.78708099273796,-28.220203054844198,-23.410593304257667,3.549091597068261,-214.17490038350493,-214.09464443527943,-229.5691108849533,-198.66423373060502,22.825516227455036
2008-11-01,-25.728654954121588,-25.719971791738043,-28.085864569506313,-23.371418553950672,3.508749503121177,-214.30433927237166,-214.27370902109598,-230.0104108590952,-198.6975853420431,22.76094702492733
2008-12-01,-25.7904164272976,-25.794891925743904,-28.224480661052183,-23.452455032399406,3.5543724322547856,-214.19461938099812,-214.12886145940246,-229.8235840391444,-198.5687544620144,22.746147716835814
2009-01-01,-25.808039221655484,-25.814941890256545,-28.261643721950975,-23.367158329121906,3.5446521891683567,-214.31883032779064,-214.2073968299588,-229.5274772535738,-198.4732016363304,22.930887312986293
2009-02-01,-25.86552131480849,-25.79077228867792,-28.18384637276517,-23.366685803362188,3.541031901277207,-214.15951914794226,-214.00425971055432,-229.0678588254409,-198.75739853094868,22.68987845503814
2009-03-01,-25.780105262905753,-25.742299774982282,-28.20940289302029,-23.30216289149922,3.615955345753424,-214.05430759496068,-214.10541158108472,-229.51441537666477,-198.30959068282408,23.000728142855234
2009-04-01,-25.81400717483363,-25.77975767216517,-28.233415729072057,-23.33496109878798,3.547938556018265,-214.08695156814676,-214.16609598504337,-229.5587733774357,-198.94589608128507,22.66389703840025
2009-05-01,-25.82406764885339,-25.811073562602804,-28.216095115484045,-23.374178383248054,3.5313384345885446,-214.44073145136088,-214.38666515823834,-229.91504153987435,-199.0874195638444,22.737617874639838
2009-06-01,-25.86147039744396,-25.83184224700097,-28.298754866377816,-23.39211357153093,3.5373603209671156,-213.6422849530876,-213.74595516514788,-229.18474732193152,-198.25012603573805,22.933627393077295
2009-07-01,-25.795120857863232,-25.765483373913245,-28.1640010343155,-23.330439721904668,3.5296100004732205,-214.42320705695528,-214.02562849251768,-229.34793199435197,-198.4918544964181,22.68073602000441
2009-08-01,-25.808391469513797,-25.802318164284348,-28.183726751651676,-23.43561876325407,3.506095082518068,-214.23110373151974,-214.23018719249427,-229.66888862513636,-198.89342234059754,22.63780255455413
2009-09-01,-25.846681354645387,-25.80816266250428,-28.242890538340916,-23.42713276629351,3.548876742342013,-213.80915511004878,-213.8741163354011,-229.43783216592772,-198.29970956993066,22.85691595517381
2009-10-01,-25.800867234296383,-25.836012041360696,-28.282676971589627,-23.395305983809564,3.57453754971596,-213.92822764486215,-214.1719943104293,-229.8140859326925,-198.69872295696044,22.84782917628861
2009-11-01,-25.823165637557658,-25.821515459853696,-28.235469151733493,-23.436475714702997,3.562362261818913,-213.95528738975207,-214.34236356469486,-229.72822673884696,-198.66157477234526,22.98900037410804
2009-12-01,-25.698833541061227,-25.744768491982743,-28.156987170128684,-23.295990305896694,3.5810687070456364,-214.7259184972348,-214.39777312430493,-229.8034806975708,-198.89196317160184,22.776866450165752
2010-01-01,-25.81813884642265,-25.778973139273393,-28.19762090696231,-23.37812812212978,3.5406777477141547,-214.14939856134868,-214.2592245718536,-229.77898583172924,-198.72511805804282,22.787145644975467
