time;WWT_Tg
01.01.1970;0.7030110364562051
01.02.1970;0.8014184628580207
01.03.1970;0.947251255649127
01.04.1970;1.3526881379695979
01.05.1970;1.815181627646087
01.06.1970;2.2018471347845523
01.07.1970;2.503572541324382
01.08.1970;2.3972726393380577
01.09.1970;1.8027899495736226
01.10.1970;1.2836482691783628
01.11.1970;0.9085937323263559
01.12.1970;0.7076811684238661
01.01.1971;0.7223745624989816
01.02.1971;0.804006322156078
01.03.1971;0.9902562311764869
01.04.1971;1.3854720015357922
01.05.1971;1.8284906764900897
01.06.1971;2.1867676843710355
01.07.1971;2.6498440990500045
01.08.1971;2.4202448622906756
01.09.1971;1.808260724669056
01.10.1971;1.2719240180984894
01.11.1971;0.9151235028321031
01.12.1971;0.7604258232722345
01.01.1972;0.7210996958106358
01.02.1972;0.7816656099446815
01.03.1972;1.0505963660919715
01.04.1972;1.37712003362847
01.05.1972;1.840415155492308
01.06.1972;2.4138982446441646
01.07.1972;2.7100823943566352
01.08.1972;2.4413879436552617
01.09.1972;1.771384371470205
01.10.1972;1.3431848964466135
01.11.1972;0.9840399841287256
01.12.1972;0.8045025926928681
01.01.1973;0.7709847251318711
01.02.1973;0.9050817882322139
01.03.1973;1.0891503079379081
01.04.1973;1.5314724935489823
01.05.1973;1.9370986490631072
01.06.1973;2.3922678153016372
01.07.1973;2.700709658904895
01.08.1973;2.5777093190986275
01.09.1973;1.8625122929129259
01.10.1973;1.2975237246322648
01.11.1973;0.9328815523236569
01.12.1973;0.7362021261241152
01.01.1974;0.7726531862807317
01.02.1974;0.863315678607869
01.03.1974;1.1018441501614857
01.04.1974;1.504985175796507
01.05.1974;1.9656204397627102
01.06.1974;2.4037082382070394
01.07.1974;2.707073020623455
01.08.1974;2.5840099076287744
01.09.1974;1.987935824174754
01.10.1974;1.3614935226671094
01.11.1974;1.0058460631353572
01.12.1974;0.8086417304479623
01.01.1975;0.8026666602766239
01.02.1975;0.88401900326067
01.03.1975;1.11664564983099
01.04.1975;1.561205144280309
01.05.1975;1.9742966574295004
01.06.1975;2.427264222638827
01.07.1975;2.7322452081535786
01.08.1975;2.6383039155631947
01.09.1975;2.0598924985570077
01.10.1975;1.3845279237508397
01.11.1975;0.958228295011178
01.12.1975;0.7681233342293671
01.01.1976;0.8065734618348789
01.02.1976;0.9048154037253
01.03.1976;1.1158571156832542
01.04.1976;1.5200493550111482
01.05.1976;2.0794398258739566
01.06.1976;2.570620806233707
01.07.1976;2.8945108522946628
01.08.1976;2.6632808265840406
01.09.1976;2.022804278301723
01.10.1976;1.4811569610249689
01.11.1976;1.035485354016551
01.12.1976;0.8680750130095086
01.01.1977;0.8066174400977733
01.02.1977;0.9409459033986922
01.03.1977;1.252042137320376
01.04.1977;1.5920376499687128
01.05.1977;2.028541133518756
01.06.1977;2.574513274662901
01.07.1977;2.90088065328872
01.08.1977;2.6285371321638027
01.09.1977;2.0489579177896187
01.10.1977;1.5593333593271497
01.11.1977;1.1070478231366199
01.12.1977;0.8891966681129978
01.01.1978;0.8624558004589238
01.02.1978;0.9577685092009766
01.03.1978;1.2003267222981997
01.04.1978;1.6156892736344863
01.05.1978;2.185635212162236
01.06.1978;2.6721515956977178
01.07.1978;2.9572232931814533
01.08.1978;2.766035893367938
01.09.1978;2.1001907310763546
01.10.1978;1.5055476914126062
01.11.1978;1.109776408621843
01.12.1978;0.905892849691312
01.01.1979;0.8934694371338991
01.02.1979;0.9882443337855413
01.03.1979;1.2146131742099042
01.04.1979;1.5941914745214476
01.05.1979;2.158146829316053
01.06.1979;2.789658739973254
01.07.1979;2.972217449063447
01.08.1979;2.845341302278516
01.09.1979;2.1293163461473794
01.10.1979;1.6033447336942286
01.11.1979;1.1170941150378693
01.12.1979;0.9360651185724445
01.01.1980;0.8884032431307757
01.02.1980;1.0119682302479986
01.03.1980;1.2436617032899935
01.04.1980;1.7155892271567432
01.05.1980;2.245638915379013
01.06.1980;2.813014434305123
01.07.1980;3.0128044754067163
01.08.1980;2.8196075787418726
01.09.1980;2.208845591469235
01.10.1980;1.5986499490592319
01.11.1980;1.1869266898386914
01.12.1980;0.9133322539097368
01.01.1981;0.8957914939114093
01.02.1981;1.0266397502964881
01.03.1981;1.3330459073710543
01.04.1981;1.7412919665007816
01.05.1981;2.2279541780427814
01.06.1981;2.876421892346335
01.07.1981;3.1906610337900325
01.08.1981;2.909895280725844
01.09.1981;2.234889888729993
01.10.1981;1.5992075116346904
01.11.1981;1.1189843537876711
01.12.1981;0.9375041344466151
01.01.1982;0.9484583387521217
01.02.1982;1.0378691281973496
01.03.1982;1.2841445930359485
01.04.1982;1.7092948262811365
01.05.1982;2.332114972502217
01.06.1982;2.8470762948989288
01.07.1982;3.204968898642511
01.08.1982;2.984239551900081
01.09.1982;2.309689156222137
01.10.1982;1.7193836434729028
01.11.1982;1.2226651294075481
01.12.1982;0.9953957035995258
01.01.1983;0.9856220573715302
01.02.1983;1.06528317384323
01.03.1983;1.3411765753086917
01.04.1983;1.8226540308044505
01.05.1983;2.398667582642417
01.06.1983;2.8772339795548705
01.07.1983;3.3404891273556925
01.08.1983;3.083999939761128
01.09.1983;2.4402163108476125
01.10.1983;1.6696171339032022
01.11.1983;1.2083723720200235
01.12.1983;0.9726292297282129
01.01.1984;0.9862820773590834
01.02.1984;1.0679725470285613
01.03.1984;1.3971177796734886
01.04.1984;1.8778221911086388
01.05.1984;2.5119861103769545
01.06.1984;2.9965317341243263
01.07.1984;3.343552623024564
01.08.1984;3.1953291098634704
01.09.1984;2.370677611763576
01.10.1984;1.7452242227444688
01.11.1984;1.2955038324014831
01.12.1984;1.0014287064225904
01.01.1985;1.0026210826851087
01.02.1985;1.1347564326907074
01.03.1985;1.4138982244840863
01.04.1985;1.9176048799985905
01.05.1985;2.5288107172959706
01.06.1985;3.040731069242813
01.07.1985;3.397557043439193
01.08.1985;3.346663892614738
01.09.1985;2.4318318904168077
01.10.1985;1.7881100224655622
01.11.1985;1.2758713894769336
01.12.1985;1.0514478653971073
01.01.1986;1.0442309500358902
01.02.1986;1.1278739510551625
01.03.1986;1.4605466718725648
01.04.1986;1.9870977203500757
01.05.1986;2.633912667090259
01.06.1986;3.2459808312258507
01.07.1986;3.4475641861327957
01.08.1986;3.3098941106987096
01.09.1986;2.4957899481140258
01.10.1986;1.7996510300369783
01.11.1986;1.3065202933734876
01.12.1986;1.0723814532787395
01.01.1987;1.0372006641636196
01.02.1987;1.213482641419923
