Date,Emissions_Tg_per_month
2000-01-01,0.9845973753618197
2000-02-01,0.9485742743827356
2000-03-01,0.9198442934242912
2000-04-01,1.4742579587391569
2000-05-01,3.2873316739226945
2000-06-01,4.233814171152917
2000-07-01,4.782008705036554
2000-08-01,4.889391738699474
2000-09-01,3.1678145067815664
2000-10-01,1.983919157616603
2000-11-01,1.1590947036199732
2000-12-01,0.8176723919842622
2001-01-01,0.9764444950953165
2001-02-01,0.9106850270977217
2001-03-01,0.9197877590665074
2001-04-01,1.4480853437630827
2001-05-01,3.2210071571054435
2001-06-01,4.142923430275376
2001-07-01,4.687014142703189
2001-08-01,4.797264520074135
2001-09-01,3.117634435395272
2001-10-01,1.9623221570123945
2001-11-01,1.1507846737786709
2001-12-01,0.8104430441735618
2002-01-01,0.9618087781067267
2002-02-01,0.8950221555540249
2002-03-01,0.9042080351789874
2002-04-01,1.4301868223359437
2002-05-01,3.1654850534362313
2002-06-01,4.064205081584077
2002-07-01,4.585600620993768
2002-08-01,4.677566129878974
2002-09-01,3.027509612358537
2002-10-01,1.9000166779836865
2002-11-01,1.1193241220884402
2002-12-01,0.7965047106642102
2003-01-01,0.9671841537709523
2003-02-01,0.8978601800362277
2003-03-01,0.9025513357733685
2003-04-01,1.3988346732127026
2003-05-01,3.096953754521209
2003-06-01,3.9766961962487546
2003-07-01,4.509105109474162
2003-08-01,4.598043698662757
2003-09-01,2.9965501039271643
2003-10-01,1.9157686352081187
2003-11-01,1.1369499353503694
2003-12-01,0.8017318307679715
2004-01-01,0.9734766396189578
2004-02-01,0.9343202773531989
2004-03-01,0.903106918243471
2004-04-01,1.445245916457251
2004-05-01,3.2231073470848073
2004-06-01,4.143780770873332
2004-07-01,4.66819638274236
2004-08-01,4.753054884640901
2004-09-01,3.0753283964500255
2004-10-01,1.929518395697137
2004-11-01,1.1381420816657621
2004-12-01,0.8147520958558119
2005-01-01,1.000419603281855
2005-02-01,0.9230540989622124
2005-03-01,0.9212167606400588
2005-04-01,1.4686859098573133
2005-05-01,3.2708053007492817
2005-06-01,4.218614559493719
2005-07-01,4.763693749152997
2005-08-01,4.854317365393122
2005-09-01,3.1529485413399305
2005-10-01,1.995124413677442
2005-11-01,1.1827468166676933
2005-12-01,0.8421199578278864
2006-01-01,0.9957945265811013
2006-02-01,0.9176793079888905
2006-03-01,0.914853530332202
2006-04-01,1.4627470474827764
2006-05-01,3.2676989747822494
2006-06-01,4.231105174177086
2006-07-01,4.786413127799979
2006-08-01,4.877828054954853
2006-09-01,3.176233340994966
2006-10-01,2.0099739958371945
2006-11-01,1.1921888907560945
2006-12-01,0.8437024111474618
2007-01-01,0.9951531104867672
2007-02-01,0.9179736788737978
2007-03-01,0.9139790637735397
2007-04-01,1.4641029088178577
2007-05-01,3.2833768808490706
